,Bank Name,Job Title,URL (URL of the job posting),FinTech Score,Non-Fintech Score,Admin_Clerical_HR - Sheet1,Audit and Finance,Business Intelligence and Analysis,Data Analytics and Machine Learning,"Marketing , Sales and management",Network and Cyber Security,Softwrae Development,_Investment and risk management__ - Sheet1
0,"BNY Mellon is an Equal Employment Opportunity/Affirmative Action Employer.Minorities/Females/Individuals With Disabilities/Protected Veterans.  Primary Location: United States-New York-New York Internal Jobcode: 45220 Job: Information Technology Organization: Clearing Markets ISS Svcs Tech-HR16624 Requisition Number: 1901470""	Quant Developer	https://jobs.bnymellon.com/jobs/1901470?lang=en-us",,,0,0,0,0,0,0,0,0,0,0
0,"BNY Mellon	""Defines",strategic approach to drive adoption and utilization of business process re-engineering solutions. Demonstrates in-depth and comprehensive knowledge of firm capabilities and business process improvement techniques. Seen as a firm expert and is known across the industry as a trusted expert in the field. Identifies opportunities and/or gaps within the line(s) of business. Possesses subject-matter expertise in identifying and compiling the right set of recommendations to address specific client needs. Develops plans to operationalize re-engineering strategies for broader implementation. Facilitates and coaches large cross-functional project teams to ensure optimal initiative adoption. Designs project management and change management strategies to the specific initiatives. Conducts speaking engagements,liaises with industry and professional groups and networks with strategic decision makers. Contributes to the business intellectual capital around business process improvement and consulting approach. No direct reports. Leads multiple project teams to accomplish results. Contributes to the achievement of functional objectives and profitability of assigned product(s). Qualifications Bachelors degree or the equivalent combination of education and experience is required. Advanced/graduate degree preferred. 10-12 years of total work experience preferred. Experience in securities,0,0,0,0,0,0,0,0,0,0
0,"BNY Mellon	""Control - IC2 Identifies",monitors,and completes control testing,0,0,0,0,0,0,0,0,0,0
0,"BNY Mellon	""The BNY Mellon Technology organization places great emphasis on reducing risk and increasing resiliency",including reliability engineering and development standards. The Resilient Systems Engineering (RSE) group is charged with addressing the need to continually enhance the stability,resilience,0,0,0,0,0,0,0,0,0,0
0,,,,0,0,0,0,0,0,0,0,0,0
0,Lead a feature-team for,,,0,0,0,0,0,0,0,0,0,0
0,developing and evolving firm‰Ûªs strategic IaaS capability platform ‰ÛÒ RSE ‰ÛÒ,,,0,0,0,0,0,0,0,0,0,0
0,Storefront.,,,0,0,0,0,0,0,0,0,0,0
0,Define,,,0,0,0,0,0,0,0,0,0,0
0,mid-term milestones that can be built upon to realize the overall,,,0,0,0,0,0,0,0,0,0,0
0,strategic goals.,,,0,0,0,0,0,0,0,0,0,0
0,Hands on development of key,,,0,0,0,0,0,0,0,0,0,0
0,features and services contributing to the whole.,,,0,0,0,0,0,0,0,0,0,0
0,Champion and implement code,,,0,0,0,0,0,0,0,0,0,0
0,quality and automated testing,,,0,0,0,0,0,0,0,0,0,0
0,Supervise and mentor,,,0,0,0,0,0,0,0,0,0,0
0,team-members. ,,,0,0,0,0,0,0,0,0,0,0
0,Qualifications Bachelor's degree in computer science engineering or a related discipline,,,0,1,0,0,1,0,0,0,0,0
0,Qualifications:,,,0,0,0,0,0,0,0,0,0,0
0,åáåÊåÊåÊåÊåÊåÊåÊåÊ,,,0,0,0,0,0,0,0,0,0,0
0,Experience,,,0,0,0,0,0,0,0,0,0,0
0,object-oriented programming Java,etc.,,0,0,0,0,0,0,0,0,0,0
0,åáåÊåÊåÊåÊåÊåÊåÊåÊ,,,0,0,0,0,0,0,0,0,0,0
0,Experience in hands-on,,,0,0,0,0,0,0,0,0,0,0
0,implementation and maintenance of mid to large scale application services.,,,0,0,0,0,0,0,0,0,0,0
0,åáåÊåÊåÊåÊåÊåÊåÊåÊ,,,0,0,0,0,0,0,0,0,0,0
0,Hands-on,,,0,0,0,0,0,0,0,0,0,0
0,experience with as a lead software developer,,,0,0,0,0,0,0,0,0,0,0
0,oåÊåÊ,,,0,0,0,0,0,0,0,0,0,0
0,Engaging with end-users to get and validate,,,0,0,0,0,0,0,0,0,0,0
0,requirements,,,0,0,0,0,0,0,0,0,0,0
0,oåÊåÊ,,,0,0,0,0,0,0,0,0,0,0
0,Engaging with prod-services to ensure services,,,0,0,0,0,0,0,0,0,0,0
0,are low touch and robust in production.,,,0,0,0,0,0,0,0,0,0,0
0,oåÊåÊ,,,0,0,0,0,0,0,0,0,0,0
0,Doing and peer-reviewing design. ,,,0,0,0,0,0,0,0,0,0,0
0,oåÊåÊ,,,0,0,0,0,0,0,0,0,0,0
0,Doing daily code-reviews with dev team.,,,0,0,0,0,0,0,0,0,0,0
0,oåÊåÊ,,,0,0,0,0,0,0,0,0,0,0
0,Planning and executing Epics and Stories.,,,0,0,0,0,0,0,0,0,0,0
0,oåÊåÊ,,,0,0,0,0,0,0,0,0,0,0
0,Ensure high quality product delivery,,,0,0,0,0,0,0,0,0,0,0
0,implementing appropriate automated and scalable testing strategies.,,,0,0,0,0,0,0,0,0,0,0
0,,,,0,0,0,0,0,0,0,0,0,0
0,Preferred,,,0,0,0,0,0,0,0,0,0,0
0,Qualifications:,,,0,0,0,0,0,0,0,0,0,0
0,,,,0,0,0,0,0,0,0,0,0,0
0,Experience,,,0,0,0,0,0,0,0,0,0,0
0,Docker and related cloud-native foundation technologies.,,,0,0,0,0,0,0,0,0,0,0
0,Experience,,,0,0,0,0,0,0,0,0,0,0
0,with Golang,,,0,0,0,0,0,0,0,0,0,0
0,Exposure to,,,0,0,0,0,0,0,0,0,0,0
0,large-scale server deployments.,,,0,0,0,0,0,0,0,0,0,0
0,Exposure to,,,0,0,0,0,0,0,0,0,0,0
0,public cloud - AWS,GCE.,,0,0,0,0,0,0,0,0,0,0
0,Seven or,,,0,0,0,0,0,0,0,0,0,0
0,more (7+) years Linux.åÊ Expert knowledge of Server Operating Systems,,,0,0,0,0,0,0,0,0,0,0
0,such as RHEL 7,,,0,0,0,0,0,0,0,0,0,0
0,Experience,,,0,0,0,0,0,0,0,0,0,0
0,and understanding of OS lifecycle and secure system configuration.,,,0,0,0,0,0,0,0,0,0,0
0,Experience,,,0,0,0,0,0,0,0,0,0,0
0,with CI/CD automation with Jenkins and other open source tools.,,,0,0,0,0,0,0,0,0,0,0
0,,,,0,0,0,0,0,0,0,0,0,0
0," BNY Mellon is an Equal Employment Opportunity/Affirmative Action Employer.Minorities/Females/Individuals With Disabilities/Protected Veterans.  Primary Location: United States-New Jersey-Jersey City Internal Jobcode: 45198 Job: Information Technology Organization: Resilient Systems Engineering-HR17387 Requisition Number: 1901092""	Principal Developer	https://jobs.bnymellon.com/jobs/1901092?lang=en-us",,,0,0,0,0,0,0,0,0,0,0
0,"BNY Mellon	""",,,0,0,0,0,0,0,0,0,0,0
0,Summary,,,0,0,0,0,0,0,0,0,0,0
0,åÊ,,,0,0,0,0,0,0,0,0,0,0
0,For over 230 years,providing the world‰Ûªs leading institutions the tools,capabilities,0,0,0,0,0,0,0,0,0,0
0,åÊ,,,0,0,0,0,0,0,0,0,0,0
0,Background,,,0,0,0,0,0,0,0,0,0,0
0,åÊ,,,0,0,0,0,0,0,0,0,0,0
0,The Digital organization is at the forefront of BNY Mellon‰Ûªs evolution into a digital world and offers the opportunity to work with senior leaders in digital delivery and planning. BNY Mellon Digital,works across all BNY Mellon lines of business to address client priorities and regulatory concerns. As a result,candidates who join the Digital organization will work with a truly cross-functional team to re-imagine challenging business problems and build new solutions. Through this,0,0,0,0,0,0,0,0,0,0
0,åÊ,,,0,0,0,0,0,0,0,0,0,0
0,BNY Mellon Digital Delivery and Planning is responsible for connecting and launching cross-business initiatives,and driving innovation firmwide. The team operates as the firm‰Ûªs digital-focused internal strategy / consulting team,serving a central role to advance the company‰Ûªs digital transformation and providing advice to senior leaders in support of the organization‰Ûªs long-term goals.,0,1,0,0,0,0,1,0,0,0
0,åÊ,,,0,0,0,0,0,0,0,0,0,0
0,Role Description: Vice President,,,0,0,0,0,0,0,0,0,0,0
0,åÊ,,,0,0,0,0,0,0,0,0,0,0
0,As a member of Digital Delivery and Planning,identify actionable opportunities for improvements,design solutions,0,0,0,0,0,0,0,0,0,0
0,åÊ,,,0,0,0,0,0,0,0,0,0,0
0,This highly visible position will be filled by a candidate with exceptional drive and energy,demonstrated interest in digital strategy,strong verbal and written communications skills,0,0,0,0,0,0,0,0,0,0
0,åÊ,,,0,0,0,0,0,0,0,0,0,0
0,Select Activities:,,,0,0,0,0,0,0,0,0,0,0
0,åÊ,,,0,0,0,0,0,0,0,0,0,0
0,åÊåÊåÊåÊ -Supports multiple initiatives to ensure initiatives reflect the new digital way of working,,,0,0,0,0,0,0,0,0,0,0
0,åÊåÊåÊåÊ -Facilitates and documents client feedback in context of client journey mapping,,,0,0,0,0,0,0,0,0,0,0
0,åÊåÊåÊåÊ -Assembles strategic discussion materials for senior-level stakeholders and cross-functional teams,,,0,0,0,0,0,0,0,0,0,0
0,åÊ,,,0,0,0,0,0,0,0,0,0,0
0,åÊ Qualifications Bachelors degree in business or a related discipline,,,0,1,0,0,0,0,1,0,0,0
0,"BNY Mellon	""The position is responsible for overseeing the service relationship with one of our largest clients. Leading a team of service directors with distinct product capabilities",service quality and product performance matters; developing and driving an efficient,effective and streamlined service for the client. Additional responsibilities may include:,0,0,0,0,0,0,0,0,0,0
0,åÊ,,,0,0,0,0,0,0,0,0,0,0
0,,,,0,0,0,0,0,0,0,0,0,0
0,,,,0,0,0,0,0,0,0,0,0,0
0,Develops and implements policies to ensure client satisfaction and leads key client service initiatives; maintains familiarity with industry best practices and seeks opportunities to implement as appropriate.,,,0,0,0,0,0,0,0,0,0,0
0,Partner with the commercial relationship management team,service director team and colleagues in client service delivery teams to develop and drive strategic plans for enhancing service model and client experience.,,1,0,0,0,0,0,0,0,1,0
0,Participates in long-term or strategic planning for the Client Services/Support function designed to improve the overall client service experience and improve team productivity and quality.,,,0,0,0,0,0,0,0,0,0,0
0,Resolves the most complex issues or inquiries from senior-level or key individuals at clients,,,0,0,0,0,0,0,0,0,0,0
0,May provide forward-looking and strategic insight on client issues to drive future revenue growth.,,,0,0,0,0,0,0,0,0,0,0
0,Sets strategic priorities on initiatives designed to improve the client experience.,,,0,0,0,0,0,0,0,0,0,0
0,Determines needed improvements through review and analysis of problems reported.,,,0,0,0,0,0,0,0,0,0,0
0,Recruits,motivates and develops staff,maximizing their individual contribution,0,0,0,0,0,0,0,0,0,0
0,Manages a client service/support area through other managers.,,,0,0,0,0,0,0,0,0,0,0
0,Responsible for the achievement of area goals and objectives,,,0,0,0,0,0,0,0,0,0,0
0,As a member of the Global Service Director leadership team responsible for assisting the Global Head of Service Directors in developing and driving enterprise-wide client experience service director strategic initiatives,,,0,0,0,0,0,0,0,0,0,0
0,Qualifications ,,,0,0,0,0,0,0,0,0,0,0
0,,,,0,0,0,0,0,0,0,0,0,0
0,Bachelors degree or the equivalent combination of education and experience is required,,,0,0,0,0,0,0,0,0,0,0
0,MBA preferred.,,,0,0,0,0,0,0,0,0,0,0
0,10-15 years of total work experience with at least 3-5 years of management experience preferred.,,,0,0,0,0,0,0,0,0,0,0
0,Prefer extensive financial services experience across multiple products and demonstrated seniority in prior service management positions and/or extensive product development expertise and experienceåÊåÊ,,,0,0,0,0,0,0,0,0,0,0
0,Given the diverse and global nature of the client,,,0,0,0,0,0,0,0,0,0,0
0," BNY Mellon is an Equal Employment Opportunity/Affirmative Action Employer.Minorities/Females/Individuals With Disabilities/Protected Veterans.  Primary Location: United States-Massachusetts-Everett Internal Jobcode: 70098 Job: Asset Servicing Organization: Service Directors-HR16351 Requisition Number: 1900365""	""Sr. Group Manager",,,0,0,0,0,0,0,0,0,0,0
0,"BNY Mellon	""Team and the new",,,0,0,0,0,0,0,0,0,0,0
0,generation platform ,,,0,0,0,0,0,0,0,0,0,0
0,The Clearance and Collateral Technology (CCT) group is,,,0,0,0,0,0,0,0,0,0,0
0,responsible for building technology to support three of the most critical,,,0,0,0,0,0,0,0,0,0,0
0,services of BNY Mellon - US Govt Securities Clearance,,,0,0,0,0,0,0,0,0,0,0
0,Global Collateral Management. These platforms are responsible clearing and,,,0,0,0,0,0,0,0,0,0,0
0,settling equity and fixed-income transactions in markets around the globe,,,0,0,0,0,0,0,0,0,0,0
0,managing more than $3 trillion in global collateral.,,,0,0,0,0,0,0,0,0,0,0
0,The group is building solutions to help our clients in,,,0,0,0,0,0,0,0,0,0,0
0,collateral sourcing,,,0,0,0,0,0,0,0,0,0,0
0,transaction processing. Our collateral optimizer was the finalist in the Franz,,,0,0,0,0,0,0,0,0,0,0
0,Edelman Award ‰ÛÒ considered the highest honor in Operations Research. ,,,0,0,0,0,0,0,0,0,0,0
0,To meet new market challenges and provide new functionality,,,0,0,0,0,0,0,0,0,0,0
0,to our clients,,,0,0,0,0,0,0,0,0,0,0
0,platform. The new platform will be mission-critical,,,0,0,0,0,0,0,0,0,0,0
0,high-availability,machine-learning analytics,,0,0,0,0,0,0,0,0,0,0
0,capabilities.åÊThe work environment is fast-paced with very high levels of,,,0,0,0,0,0,0,0,0,0,0
0,collaboration with global product managers (London & New York).,,,0,0,0,0,0,0,0,0,0,0
0,åÊ,,,0,0,0,0,0,0,0,0,0,0
0,Role,,,0,0,0,0,0,0,0,0,0,0
0,We are looking for strong developers who are excited about,,,0,0,0,0,0,0,0,0,0,0
0,building this next generation system. They will have the unique opportunity to,,,0,0,0,0,0,0,0,0,0,0
0,build a sophisticated high performance capital markets system using the latest,,,0,0,0,0,0,0,0,0,0,0
0,technology stack and best software engineering practices. They will become the members,,,0,0,0,0,0,0,0,0,0,0
0,of the core team driving it forward and will have a significant impact in how,,,0,0,0,0,0,0,0,0,0,0
0,it‰Ûªs implemented.   Principal Developer->> Consults with internal business groups to provide high-level application software development services or technical support. Provides comprehensive senior-level technical consulting to IT management and senior technical staffs. Evaluates compliance with the organization's technology standards. Works with internal business groups on implementation opportunities,and requirements of various applications. Analyzes information and provides recommendations to address and resolve business issues for a specific business group. Guides and consults with IT management and technical staffs regarding use of emerging technologies and associated services. Participates in defining corporate implementation and integration strategies of new technologies. Advocates for innovative,creative technology solutions. Contributes to the achievement of area objectives. Bachelor's degree in computer science engineering or a related discipline,0,0,0,0,0,0,0,0,0,0
0,Engineering) 7+ years overall experienceStrong CS fundamentals,,,0,0,0,0,0,0,0,0,0,0
0,multithreading and problem solving skills are requiredExperience building distributed,,,0,0,0,0,0,0,0,0,0,0
0,high-performance,,,0,0,0,0,0,0,0,0,0,0
0,capital markets is preferredExperience working in a strong agile environment,,,0,0,0,0,0,0,0,0,0,0
0,is preferred,,,0,0,0,0,0,0,0,0,0,0
0,"      BNY Mellon is an Equal Employment Opportunity/Affirmative Action Employer.Minorities/Females/Individuals With Disabilities/Protected Veterans.  Primary Location: United States-New York-New York Internal Jobcode: 45198 Job: Information Technology Organization: Clearing Markets ISS Svcs Tech-HR16624 Requisition Number: 1901476""	Principal Developer	https://jobs.bnymellon.com/jobs/1901476?lang=en-us",,,0,0,0,0,0,0,0,0,0,0
0,"BNY Mellon	""Client Service - S3 Provides quality support to clients with complex transactions and processes on a daily basis. Independently assists clients by responding to phone",services and procedures. Responds to client questions on BNY Mellon product features and provides technical assistance for issues that have been escalated by junior team members. Researches and resolves moderately complex operational or client issues. Routes issues that cannot be addressed at point of contact to appropriate team,in accordance with documented procedures. Assists in providing status updates on problem resolution and outstanding issues to other teams. Assists with process improvement by contributing ideas to improve team efficiency. No direct reports. Provides guidance to less experienced staff. Responsible for the quality and completion of own work. Qualifications High school/secondary school or the equivalent combination of education and experience is required. Bachelors degree preferred. 2-3 years of total work experience preferred. Experience in financial services preferred. ,0,0,0,0,0,0,0,0,0,0
